"IDENTIFICACION","SEXO","SALARIO","TIPO_ASEGURAMIENTO","SECTOR","INDICADOR_ACTIVO","INDICADOR.EXTRANJERO","INDICADOR_MOROSO","EDAD"
2870,"MUJER","2688750","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",80
2871,"HOMBRE","539969","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",47
2872,"HOMBRE","297045","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",54
2873,"HOMBRE","747205","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",31
2874,"MUJER","390136,8","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",25
2875,"MUJER","338192","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",51
2876,"MUJER","1350000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",57
2877,"MUJER","3609554,14","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",55
2878,"HOMBRE","1220413,97","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
2879,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",32
2880,"HOMBRE","762796,88","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",26
2881,"HOMBRE","413751,05","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",28
2882,"HOMBRE","362000","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",35
2883,"MUJER","297044","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",58
2884,"HOMBRE","2414456","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",36
2885,"HOMBRE","406659,45","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",27
2886,"HOMBRE","514435,14","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",48
2887,"MUJER","705807,13","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",34
2888,"MUJER","462569,85","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
2889,"HOMBRE","100000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",24
2890,"HOMBRE","337811","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",81
2891,"MUJER","359544,27","CONVENIOS ESPECIALES DE ASEGURADOS VOLUNTARIOS","SECTOR PRIVADO","SI","SI","NO",38
2892,"HOMBRE","444389,01","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",60
2893,"HOMBRE","299046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",31
2894,"HOMBRE","1270596,65","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",44
2895,"HOMBRE","922788,75","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",25
2896,"HOMBRE","297045","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",49
2897,"MUJER","1055938,04","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",30
2898,"MUJER","639148","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",75
2899,"HOMBRE","385093,62","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",44
2900,"HOMBRE","646251,66","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
2901,"HOMBRE","330000","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",47
2902,"HOMBRE","297046","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",63
2903,"MUJER","622394,65","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",23
2904,"HOMBRE","171000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",56
2905,"MUJER","385400,61","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",30
2906,"MUJER","1619313,26","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",33
2907,"HOMBRE","403541,67","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",43
2908,"HOMBRE","600000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",24
2909,"HOMBRE","319300","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",69
2910,"HOMBRE","445567","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",35
2911,"HOMBRE","314396","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",53
2912,"MUJER","1165110","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",38
2913,"HOMBRE","639148","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",69
2914,"MUJER","659819,65","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",26
2915,"MUJER","297500","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",29
2916,"HOMBRE","756084,19","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",21
2917,"MUJER","379237,5","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",25
2918,"HOMBRE","311585,04","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",26
2919,"MUJER","1983460,5","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",61
2920,"HOMBRE","723495","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",37
2921,"HOMBRE","426977,82","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",53
2922,"MUJER","1459586","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",47
2923,"HOMBRE","447825,78","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",53
2924,"MUJER","297865","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",41
2925,"HOMBRE","416406,24","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",35
2926,"HOMBRE","548611,75","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
2927,"HOMBRE","445567","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",52
2928,"MUJER","918531","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",33
2929,"HOMBRE","484083","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",33
2930,"HOMBRE","437310","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",31
2931,"HOMBRE","330226,88","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",49
2932,"HOMBRE","3217274","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",80
2933,"MUJER","250000","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",53
2934,"MUJER","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",55
2935,"HOMBRE","359544,27","CONVENIOS ESPECIALES DE ASEGURADOS VOLUNTARIOS","SECTOR PRIVADO","SI","SI","NO",66
2936,"HOMBRE","924999,9","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
2937,"MUJER","323296","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",38
2938,"HOMBRE","348000","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",19
2939,"MUJER","295000","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",33
2940,"HOMBRE","297045","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",49
2941,"HOMBRE","1889038","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",67
2942,"MUJER","1675853","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",55
2943,"HOMBRE","25000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",18
2944,"HOMBRE","377730,1","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",46
2945,"HOMBRE","385411,82","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",24
2946,"MUJER","1621195","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",31
2947,"MUJER","782500","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",28
2948,"HOMBRE","467011","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",57
2949,"MUJER","240000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",41
2950,"MUJER","806421,08","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",58
2951,"MUJER","400000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",25
2952,"HOMBRE","299441","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","SI","SI",53
2953,"HOMBRE","377164,37","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",39
2954,"MUJER","523392","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",21
2955,"HOMBRE","297046","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","NO","NO","SI",69
2956,"MUJER","397559,9","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",26
2957,"HOMBRE","566795,41","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",45
2958,"HOMBRE","590421,7","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",34
2959,"HOMBRE","363833,34","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",33
2960,"HOMBRE","297046","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","SI","SI",36
2961,"HOMBRE","225000","ASALARIADO","SECTOR PRIVADO","SI","SI","SI",47
2962,"HOMBRE","1054914,89","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",50
2963,"HOMBRE","229028","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",20
2964,"HOMBRE","836076","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",32
2965,"MUJER","297046","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",38
2966,"MUJER","660259,7","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",24
2967,"MUJER","297139","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",56
2968,"MUJER","1253343,12","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",35
2969,"HOMBRE","297046","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",59
2970,"HOMBRE","392675","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",44
2971,"MUJER","300018","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",58
2972,"MUJER","127500","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",52
2973,"MUJER","296000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",57
2974,"MUJER","64851,19","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",25
2975,"MUJER","10","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",51
2976,"MUJER","976868,32","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",37
2977,"HOMBRE","301783","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",36
2978,"HOMBRE","299647","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",62
2979,"MUJER","1893569,1","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",54
2980,"HOMBRE","173700","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",51
2981,"MUJER","766774","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",52
2982,"HOMBRE","291514","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",51
2983,"HOMBRE","490122","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",63
2984,"MUJER","299647","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",69
2985,"HOMBRE","297046","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","NO","NO","SI",55
2986,"MUJER","300018","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",53
2987,"HOMBRE","321550","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",51
2988,"HOMBRE","422424","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
2989,"MUJER","351531,84","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",38
2990,"HOMBRE","356000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",57
2991,"MUJER","278031","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",39
2992,"HOMBRE","2247500","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",45
2993,"HOMBRE","340000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",34
2994,"HOMBRE","50000","ASALARIADO","SECTOR PRIVADO","SI","SI","SI",53
2995,"HOMBRE","389718","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",41
2996,"MUJER","2032262,93","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",54
2997,"MUJER","89567","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",34
2998,"HOMBRE","316965","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",25
2999,"MUJER","347135","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",63
3000,"MUJER","1501649,3","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",35
3001,"HOMBRE","302470","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",61
3002,"MUJER","477140","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",48
3003,"HOMBRE","1194392","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",28
3004,"MUJER","1876023,5","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",46
3005,"MUJER","582000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",23
3006,"MUJER","627691","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",41
3007,"HOMBRE","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",59
3008,"MUJER","944226","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",40
3009,"MUJER","5249730","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",63
3010,"MUJER","737925","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",51
3011,"MUJER","700000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
3012,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",42
3013,"HOMBRE","398401,34","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",38
3014,"HOMBRE","361529,4","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",32
3015,"HOMBRE","2399594,07","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",44
3016,"MUJER","610142","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",46
3017,"HOMBRE","1465627,44","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",61
3018,"HOMBRE","298500","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",27
3019,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",50
3020,"MUJER","1921928,32","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",51
3021,"HOMBRE","639148","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",79
3022,"MUJER","322866","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",19
3023,"HOMBRE","405002,33","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",47
3024,"HOMBRE","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",64
3025,"MUJER","651333,2","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",36
3026,"HOMBRE","577384","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",41
3027,"MUJER","1207004,4","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",45
3028,"HOMBRE","355880","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",41
3029,"MUJER","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",40
3030,"HOMBRE","156631,5","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",91
3031,"HOMBRE","341207","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",38
3032,"MUJER","1517417,52","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",42
3033,"HOMBRE","292945,2","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",47
3034,"HOMBRE","514062","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",45
3035,"MUJER","192657,4","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",36
3036,"HOMBRE","331181","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",41
3037,"HOMBRE","1346208,75","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",38
3038,"HOMBRE","639143","CONVENIOS ESPECIALES DE ASEGURADOS VOLUNTARIOS","SECTOR PRIVADO","SI","SI","NO",75
3039,"MUJER","545338,75","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",27
3040,"HOMBRE","396543,85","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
3041,"MUJER","941448","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",27
3042,"MUJER","929129","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",38
3043,"HOMBRE","352881","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",57
3044,"HOMBRE","340369,08","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",29
3045,"HOMBRE","358468","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",42
3046,"HOMBRE","814688","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",36
3047,"MUJER","358640","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",67
3048,"MUJER","1324052","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",43
3049,"HOMBRE","298018","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",29
3050,"HOMBRE","316030","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",52
3051,"HOMBRE","304299,8","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",55
3052,"MUJER","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","SI",36
3053,"HOMBRE","106560","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",47
3054,"MUJER","407609","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",59
3055,"HOMBRE","639148","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",53
3056,"HOMBRE","405063","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",42
3057,"MUJER","1828114,74","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",33
3058,"MUJER","383625","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",26
3059,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",26
3060,"MUJER","381783,6","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",31
3061,"MUJER","485000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",39
3062,"HOMBRE","301566","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",28
3063,"HOMBRE","1492800,6","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",37
3064,"MUJER","749840","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",23
3065,"MUJER","371527","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",35
3066,"MUJER","297044","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","SI",33
3067,"MUJER","1498971","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",42
3068,"HOMBRE","611409","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",45
3069,"MUJER","390655","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",57
3070,"HOMBRE","406358","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","SI","SI",71
3071,"MUJER","148986,9","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",28
3072,"MUJER","1044634,5","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",37
3073,"MUJER","377729,94","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",40
3074,"HOMBRE","75000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",29
3075,"MUJER","341091","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",43
3076,"MUJER","297045","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",54
3077,"HOMBRE","300000","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",33
3078,"HOMBRE","488266,33","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",31
3079,"HOMBRE","278031","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","NO","NO","SI",47
3080,"HOMBRE","705577,5","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",53
3081,"HOMBRE","1291732","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",49
3082,"HOMBRE","786256,75","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",26
3083,"MUJER","385548","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",37
3084,"HOMBRE","793190,96","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",59
3085,"HOMBRE","297046","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",60
3086,"MUJER","1762215,6","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",57
3087,"MUJER","615850,17","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",53
3088,"HOMBRE","299647","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","SI",46
3089,"HOMBRE","1400000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",68
3090,"MUJER","370682,66","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",50
3091,"HOMBRE","299441","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","SI","SI",40
3092,"MUJER","1095319","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",28
3093,"HOMBRE","298698","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",49
3094,"MUJER","1248224,55","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",35
3095,"MUJER","329333,44","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",43
3096,"HOMBRE","465084,16","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
3097,"MUJER","446160","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",29
3098,"HOMBRE","1484376","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",55
3099,"HOMBRE","604899,99","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",22
3100,"HOMBRE","758002,24","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",32
3101,"MUJER","146988","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",36
3102,"HOMBRE","278031","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","NO","NO","NO",34
3103,"MUJER","477903","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",51
3104,"HOMBRE","744238","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",56
3105,"MUJER","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",60
3106,"HOMBRE","1353797","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",44
3107,"MUJER","486013","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",63
3108,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",33
3109,"MUJER","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",40
3110,"HOMBRE","255744","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",26
3111,"HOMBRE","1602326,3","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",62
3112,"HOMBRE","356455","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",41
3113,"HOMBRE","389940","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",47
3114,"MUJER","300018","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",43
3115,"MUJER","110300","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",53
3116,"HOMBRE","247406,29","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",33
3117,"HOMBRE","594092","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",62
3118,"MUJER","297046","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",40
3119,"HOMBRE","546000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",54
3120,"HOMBRE","3446699","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",57
3121,"HOMBRE","442605,85","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",22
3122,"HOMBRE","1326601","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",72
3123,"HOMBRE","300018","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","SI","SI",45
3124,"MUJER","299000","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",28
3125,"HOMBRE","296540","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",44
3126,"HOMBRE","639148","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",76
3127,"HOMBRE","616500","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",21
3128,"MUJER","557959,78","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",30
3129,"HOMBRE","594267,32","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",34
3130,"HOMBRE","375277","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",63
3131,"HOMBRE","153968","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",42
3132,"HOMBRE","352314","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",37
3133,"HOMBRE","1389242,41","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",45
3134,"HOMBRE","376977,2","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",47
3135,"HOMBRE","350955","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",41
3136,"MUJER","1275143","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",53
3137,"MUJER","666437,5","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",26
3138,"HOMBRE","10652","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",23
3139,"HOMBRE","698559,5","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",31
3140,"MUJER","150000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",21
3141,"MUJER","406159,28","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",25
3142,"MUJER","801190,2","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",43
3143,"HOMBRE","980353,5","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",34
3144,"HOMBRE","847403,34","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",45
3145,"HOMBRE","295505","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",36
3146,"HOMBRE","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",25
3147,"MUJER","457220","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",25
3148,"HOMBRE","458557","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",33
3149,"MUJER","308439","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",31
3150,"MUJER","456605","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",67
